Date,Description,Original Description,Category,Amount,Status
2025-09-02,"Hims & Hers Health","HIMS & HERS HEALTH       FORHIMS.COM  CA",Pharmacy,-606.00,Posted
2025-09-02,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-08-29,"Transfer to Venmo","VENMO            PAYMENT    ***********8612",Transfer,-331.66,Posted
2025-08-29,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-35.88,Posted
2025-08-29,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-8.11,Posted
2025-08-28,"Amazon","AMAZON.COM SERVI INTERNET   ***********9144",Shopping,-40.91,Posted
2025-08-28,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-12.75,Posted
2025-08-28,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-4.00,Posted
2025-08-28,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********4800",Paycheck,3139.58,Posted
2025-08-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********HbnZ",Utilities,-135.95,Posted
2025-08-27,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-42.63,Posted
2025-08-27,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-10.94,Posted
2025-08-26,"Transfer to Venmo","VENMO            PAYMENT    ***********2717",Transfer,-250.00,Posted
2025-08-26,"Stash","STASH CAPITAL (S ACH        ***********0964",Investments,-100.00,Posted
2025-08-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2025-08-26,"Stash Cash Aac","Stash Cash Mngt  Stash      ***********4AAC",Investments,-30.00,Posted
2025-08-26,"PayPal Purchase","PAYPAL           INST XFER  *********** D0C",Uncategorized,-11.61,Posted
2025-08-25,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-199.00,Posted
2025-08-25,"Shake Shack","SQ *SHAKE SHACK          Gilbert      AZ",Fast Food,-74.49,Posted
2025-08-25,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-32.49,Posted
2025-08-25,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-19.11,Posted
2025-08-25,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-1.25,Posted
2025-08-21,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.19,Posted
2025-08-21,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********8416",Uncategorized,-50.00,Posted
2025-08-21,"Amazon","AMAZON MARKETPLA INTERNET   ***********9986",Shopping,-30.91,Posted
2025-08-21,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-39.60,Posted
2025-08-20,"Amazon","AMAZON.COM SERVI INTERNET   ***********1692",Shopping,-44.33,Posted
2025-08-20,"The Joint Gilbert","THE JOINT GILBERT        480-7739170  AZ",Doctor,-69.00,Posted
2025-08-19,"Stash Cash","Stash Cash Mngt  Stash      ***********2VG9",Investments,-30.00,Posted
2025-08-19,"Amazon","AMAZON.COM SERVI INTERNET   ***********3492",Shopping,-24.73,Posted
2025-08-19,"Rocket Money Premium","Rocket Money     Premium    ***********H8K7",Financial,-10.78,Posted
2025-08-19,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-08-19,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-08-18,"Transfer to Venmo","VENMO            PAYMENT    ***********1882",Transfer,-250.00,Posted
2025-08-18,"Transfer to Venmo","VENMO            PAYMENT    ***********6746",Transfer,-233.54,Posted
2025-08-18,"Paddle","PADDLE.COM MARKE IAT PAYPAL ***********3492",Electronics & Software,-53.87,Posted
2025-08-18,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-176.95,Posted
2025-08-18,"Raya Sunshine Pedia","GDP*RAYA SUNSHINE PEDIA  CHANDLER     AZ",Dentist,-26.00,Posted
2025-08-18,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-08-15,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-433.19,Posted
2025-08-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-66.00,Posted
2025-08-14,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********6172",Paycheck,3139.58,Posted
2025-08-13,"Transfer to Venmo","VENMO            PAYMENT    ***********3221",Transfer,-110.00,Posted
2025-08-13,"Amazon","AMAZON MARKETPLA INTERNET   ***********0286",Shopping,-38.26,Posted
2025-08-13,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-18.31,Posted
2025-08-12,"Stash Cash","Stash Cash Mngt  Stash      ***********TGZK",Investments,-30.00,Posted
2025-08-12,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-27.06,Posted
2025-08-11,"Transfer to Venmo","VENMO            PAYMENT    ***********3973",Transfer,-239.69,Posted
2025-08-11,"PayPal Purchase","PAYPAL           INST XFER  ***********5857",Uncategorized,-12.75,Posted
2025-08-11,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-08-11,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-08-11,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2025-08-07,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-08-07,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-08-07,"Walgreens","WALGREENS STORE 1985 E   CHANDLER     AZ",Pharmacy,-36.62,Posted
2025-08-05,"Transfer to Venmo","VENMO            PAYMENT    ***********0033",Transfer,-120.00,Posted
2025-08-05,"Google Apps","GOOGLE           APPS_COMME ***********ND4B",Entertainment,-64.71,Posted
2025-08-05,"Stash Cash","Stash Cash Mngt  Stash      ***********DD5H",Investments,-30.00,Posted
2025-08-05,"Google Apps Comme","GOOGLE           APPS_COMME ***********K2S7",Entertainment,-16.17,Posted
2025-08-05,"Stash","Stash Financial  Stash Subs ***********34FC",Investments,-9.00,Posted
2025-08-04,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-12.00,Posted
2025-08-04,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-73.01,Posted
2025-08-04,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-08-04,"Poor Yournwtravel","PDX POOR YOURNWTRAVEL    Portland     OR",Travel,-16.96,Posted
2025-08-04,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-08-04,"Starbucks","STARBUCKS STORE 02916    WILSONVILLE  OR",Coffee Shops,-9.20,Posted
2025-08-04,"Starbucks","STARBUCKS STORE 02916    WILSONVILLE  OR",Coffee Shops,-7.45,Posted
2025-08-01,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-08-01,"Safeway","SAFEWAY #0285            WILSONVILLE  OR",Groceries,-109.16,Posted
2025-08-01,"Transfer from Venmo","VENMO            CASHOUT    ***********2940",Transfer,50.00,Posted
2025-07-31,"Stash","STASH CAPITAL (S ACH        ***********3186",Investments,-100.00,Posted
2025-07-31,"7-Eleven","7-ELEVEN                 Wilsonville  OR",Gas,-8.36,Posted
2025-07-31,"7-Eleven","7-ELEVEN                 Wilsonville  OR",Gas,-2.69,Posted
2025-07-31,"USConnect","USCONNECT PRMOR VNLC     WILSONVILLE  OR",Food & Dining,-2.65,Posted
2025-07-31,"USConnect","USCONNECT PRMOR VNLC     WILSONVILLE  OR",Food & Dining,-2.65,Posted
2025-07-31,"USConnect","USCONNECT PRMOR VNLC     WILSONVILLE  OR",Food & Dining,-2.15,Posted
2025-07-30,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********5710",Paycheck,3139.58,Posted
2025-07-29,"City of Chandler","CITY OF CHANDLER UTILITY    ***********7937",Utilities,-66.73,Posted
2025-07-29,"Stash Cash","Stash Cash Mngt  Stash      ***********T9B6",Investments,-30.00,Posted
2025-07-29,"Safeway","SAFEWAY #0782            SANDY        OR",Groceries,-37.24,Posted
2025-07-29,"Safeway","SAFEWAY #0782            SANDY        OR",Groceries,-2.99,Posted
2025-07-29,"Nayax","Nyx*NAYAX VENDING 29     HUNT VALLEY  MD",Fast Food,-1.25,Posted
2025-07-28,"Cox Communications","COX COMM PHX     PURCHASE   ***********omWr",Utilities,-135.95,Posted
2025-07-28,"Stash","STASH CAPITAL (S ACH        ***********7559",Investments,-100.00,Posted
2025-07-28,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-19.99,Posted
2025-07-28,"PayPal Purchase","PAYPAL           INST XFER  *********** A15",Uncategorized,-8.44,Posted
2025-07-28,"Bettes Place","TST*BETTES PLACE         Hood River   OR",Restaurants,-102.50,Posted
2025-07-28,"Safeway","SAFEWAY #0782            SANDY        OR",Groceries,-81.88,Posted
2025-07-28,"Scramble","PHX T3 SCRAMBLE 6291122  PHOENIX      AZ",Fast Food,-54.96,Posted
2025-07-28,"Disc Totg Marley","DISC TOTG MARLEY ST196   PHOENIX      AZ",Electronics & Software,-23.99,Posted
2025-07-28,"Carson Oil Co in","CARSON OIL CO IN         HOOD RIVER   OR",Gas,-14.26,Posted
2025-07-28,"InReach","CTLP*INREACH             N BETHESDA   MD",Fast Food,-5.70,Posted
2025-07-25,"Amazon","AMAZON.COM SERVI INTERNET   ***********3648",Shopping,-66.87,Posted
2025-07-25,"Best of Valley Market","BEST OF VALLEY MKT ST27  PHOENIX      AZ",Shopping,-8.43,Posted
2025-07-25,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-07-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-190.00,Posted
2025-07-24,"Snip Its Gil","SNIP-ITS* SNIP-ITS-GIL   148-09638111 AZ",Hair,-48.47,Posted
2025-07-22,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.69,Posted
2025-07-22,"Amazon","AMAZON.COM SERVI INTERNET   ***********6354",Shopping,-60.86,Posted
2025-07-22,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********045e",Uncategorized,-50.00,Posted
2025-07-22,"Amazon","AMAZON.COM SERVI INTERNET   ***********3228",Shopping,-43.65,Posted
2025-07-22,"Stash Cash","Stash Cash Mngt  Stash      ***********3XX6",Investments,-30.00,Posted
2025-07-21,"Rocket Money Premium","Rocket Money     Premium    ***********R4B6",Financial,-10.78,Posted
2025-07-21,"Trader Joe's","TRADER JOE S #28 1779 E  GILBERT      AZ",Groceries,-156.94,Posted
2025-07-21,"The Joint Gilbert","THE JOINT GILBERT        480-7739170  AZ",Doctor,-69.00,Posted
2025-07-21,"Shell","SHELL SERVICE STATION    GILBERT      AZ",Gas,-18.90,Posted
2025-07-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-07-16,"Republic Services","REPUBLICSERVICES RSIBILLPAY ***********5169",Utilities,-140.47,Posted
2025-07-16,"Oregon Vital Rec","VCN*OREGON VITAL REC     888-4121838  OR",Business Services,-15.50,Posted
2025-07-16,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********0110",Paycheck,3139.58,Posted
2025-07-16,"Overdraft Credit Card Advance","OD CC ADVANCE",Finance Charge,200.00,Posted
2025-07-15,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-341.21,Posted
2025-07-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-52.00,Posted
2025-07-15,"Stash Cash","Stash Cash Mngt  Stash      ***********JQPH",Investments,-30.00,Posted
2025-07-14,"Amazon","AMAZON MARKETPLA INTERNET   ***********1710",Shopping,-58.37,Posted
2025-07-14,"Amazon","AMAZON MARKETPLA INTERNET   ***********9972",Shopping,-41.42,Posted
2025-07-14,"PayPal Purchase","PAYPAL           INST XFER  ***********P.HB",Uncategorized,-18.32,Posted
2025-07-14,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-152.52,Posted
2025-07-11,"Amazon","AMAZON.COM SERVI INTERNET   ***********1474",Shopping,-27.48,Posted
2025-07-11,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-26.82,Posted
2025-07-11,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-114.90,Posted
2025-07-11,"Circle K","CIRCLE K 08834           CHANDLER     AZ",Gas,-17.51,Posted
2025-07-10,"Transfer to Venmo","VENMO            PAYMENT    ***********7614",Transfer,-403.76,Posted
2025-07-10,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-07-09,"PayPal Purchase","PAYPAL           INST XFER  ***********65F2",Uncategorized,-12.75,Posted
2025-07-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-07-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-07-08,"Stash Cash Uga","Stash Cash Mngt  Stash      ***********1UGA",Investments,-30.00,Posted
2025-07-07,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-07-07,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-131.95,Posted
2025-07-07,"Google Apps Comme","GOOGLE           APPS_COMME ***********6FN2",Entertainment,-57.60,Posted
2025-07-07,"Amazon","AMAZON MARKETPLA INTERNET   ***********6196",Shopping,-48.08,Posted
2025-07-07,"Amazon","AMAZON MARKETPLA INTERNET   ***********2116",Shopping,-46.76,Posted
2025-07-07,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-14.51,Posted
2025-07-07,"Google Apps Comme Unn","GOOGLE           APPS_COMME ***********7UNN",Entertainment,-14.40,Posted
2025-07-07,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-07-07,"Transfer from Venmo","VENMO            CASHOUT    ***********3956",Transfer,143.20,Posted
2025-07-03,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-07-03,"Onpoint Visa Payment","ONPOINT VISA PMT PAYMENT    ***********6440",Credit Card Payment,-231.87,Posted
2025-07-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-12.00,Posted
2025-07-03,"Stash","Stash Financial  Stash Subs ***********74CB",Investments,-9.00,Posted
2025-07-03,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-07-03,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-07-03,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-07-02,"Transfer to Venmo","VENMO            PAYMENT    ***********9536",Transfer,-149.23,Posted
2025-07-02,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********6721",Paycheck,3139.58,Posted
2025-07-01,"Stash","STASH CAPITAL (S ACH        ***********1864",Investments,-100.00,Posted
2025-07-01,"Stash Cash Adak","Stash Cash Mngt  Stash      ***********ADAK",Investments,-30.00,Posted
2025-07-01,"Hims & Hers Health","HIMS & HERS HEALTH       FORHIMS.COM  CA",Pharmacy,-606.00,Posted
2025-07-01,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-39.60,Posted
2025-07-01,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-06-30,"City of Chandler","CITY OF CHANDLER UTILITY    ***********7359",Utilities,-69.27,Posted
2025-06-30,"PayPal Purchase","PAYPAL           INST XFER  ***********OTON",Uncategorized,-47.88,Posted
2025-06-30,"Amazon","AMAZON.COM SERVI INTERNET   ***********3894",Shopping,-23.14,Posted
2025-06-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********UEsP",Utilities,-135.95,Posted
2025-06-27,"Marshalls","MARSHALLS #205           GILBERT      AZ",Shopping,-79.01,Posted
2025-06-26,"Stash","STASH CAPITAL (S ACH        ***********5578",Investments,-100.00,Posted
2025-06-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-19.99,Posted
2025-06-26,"PayPal Purchase","PAYPAL           INST XFER  *********** FB8",Uncategorized,-8.44,Posted
2025-06-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-182.00,Posted
2025-06-24,"Stash Cash","Stash Cash Mngt  Stash      ***********TMP3",Investments,-30.00,Posted
2025-06-23,"Transfer to Venmo","VENMO            PAYMENT    ***********6917",Transfer,-403.72,Posted
2025-06-23,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.95,Posted
2025-06-23,"Transfer to Venmo","VENMO            PAYMENT    ***********1810",Transfer,-67.56,Posted
2025-06-23,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********04fd",Uncategorized,-50.00,Posted
2025-06-23,"Rocket Money Premium","Rocket Money     Premium    ***********L2U1",Financial,-10.78,Posted
2025-06-23,"City of Chandler","CITY OF CHANDLER         480-782-2280 AZ",Utilities,-69.27,Posted
2025-06-23,"Snip Its Gil","SNIP-ITS* SNIP-ITS-GIL   148-09638111 AZ",Hair,-39.88,Posted
2025-06-20,"Transfer to Venmo","VENMO            PAYMENT    ***********6762",Transfer,-79.65,Posted
2025-06-20,"Transfer to Venmo","VENMO            PAYMENT    ***********6930",Transfer,-4.38,Posted
2025-06-18,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-230.16,Posted
2025-06-17,"Stash Cash","Stash Cash Mngt  Stash      ***********G1YK",Investments,-30.00,Posted
2025-06-17,"Amazon","AMAZON.COM SERVI INTERNET   ***********2866",Shopping,-27.48,Posted
2025-06-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-06-17,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********1437",Paycheck,3139.58,Posted
2025-06-16,"Amazon","AMAZON MARKETPLA INTERNET   ***********2740",Shopping,-44.92,Posted
2025-06-16,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-22.00,Posted
2025-06-16,"Amazon","AMAZON MARKETPLA INTERNET   ***********5180",Shopping,-20.42,Posted
2025-06-16,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-06-16,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-36.72,Posted
2025-06-16,"In-N-Out Burger","IN-N-OUT CHANDLER 3      CHANDLER     AZ",Fast Food,-36.27,Posted
2025-06-16,"Transfer from Venmo","VENMO            CASHOUT    ***********5148",Transfer,312.62,Posted
2025-06-13,"Amazon","AMAZON.COM SERVI INTERNET   ***********6422",Shopping,-41.42,Posted
2025-06-13,"PayPal Purchase","PAYPAL           INST XFER  ***********X.CO",Uncategorized,-18.32,Posted
2025-06-12,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-26.84,Posted
2025-06-12,"Ppy Evolve Health","PPY*Evolve Health        801-9849500  OR",Doctor,-30.00,Posted
2025-06-10,"Stash Cash","Stash Cash Mngt  Stash      ***********D8AK",Investments,-30.00,Posted
2025-06-09,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-06-09,"Transfer to Venmo","VENMO            PAYMENT    ***********7795",Transfer,-400.00,Posted
2025-06-09,"Transfer to Venmo","VENMO            PAYMENT    ***********0852",Transfer,-252.44,Posted
2025-06-09,"Transfer to Venmo","VENMO            PAYMENT    ***********5657",Transfer,-74.63,Posted
2025-06-09,"Amazon","AMAZON MARKETPLA INTERNET   ***********8438",Shopping,-37.21,Posted
2025-06-09,"PayPal Purchase","PAYPAL           INST XFER  ***********8233",Uncategorized,-12.75,Posted
2025-06-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-06-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-06-09,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-1.00,Posted
2025-06-06,"Amazon","AMAZON MARKETPLA INTERNET   ***********8152",Shopping,-68.53,Posted
2025-06-05,"Google Apps Comme","GOOGLE           APPS_COMME ***********RDQK",Entertainment,-57.60,Posted
2025-06-05,"Amazon","AMAZON MARKETPLA INTERNET   ***********6570",Shopping,-19.08,Posted
2025-06-05,"Google Apps Comme","GOOGLE           APPS_COMME ***********N3WP",Entertainment,-14.40,Posted
2025-06-05,"Circle K","CIRCLE K 06651           CHANDLER     AZ",Gas,-50.00,Posted
2025-06-04,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-06-04,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********6841",Paycheck,3139.58,Posted
2025-06-03,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-06-03,"Stash Cash","Stash Cash Mngt  Stash      ***********XP1M",Investments,-30.00,Posted
2025-06-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-12.00,Posted
2025-06-03,"Stash","Stash Financial  Stash Subs ***********542F",Investments,-9.00,Posted
2025-06-02,"Stash","STASH CAPITAL (S ACH        ***********4260",Investments,-100.00,Posted
2025-06-02,"Agh Hosp","AGH HOSP MESA FW         MESA         AZ",Doctor,-270.00,Posted
2025-06-02,"Trader Joe's","TRADER JOE S #28 TRADER  GILBERT      AZ",Groceries,-72.60,Posted
2025-06-02,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-06-02,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-1.00,Posted
2025-05-30,"Amazon","AMAZON MARKETPLA INTERNET   ***********5480",Shopping,-47.30,Posted
2025-05-30,"Amazon","AMAZON.COM SERVI INTERNET   ***********1340",Shopping,-29.59,Posted
2025-05-28,"Stash","STASH CAPITAL (S ACH        ***********3825",Investments,-100.00,Posted
2025-05-28,"Stash Cash","Stash Cash Mngt  Stash      ***********DLLN",Investments,-30.00,Posted
2025-05-27,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-179.00,Posted
2025-05-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********R5Jj",Utilities,-135.95,Posted
2025-05-27,"Amazon","AMAZON.COM SERVI INTERNET   ***********7782",Shopping,-32.91,Posted
2025-05-27,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-19.99,Posted
2025-05-27,"PayPal Purchase","PAYPAL           INST XFER  *********** EAD",Uncategorized,-8.44,Posted
2025-05-27,"Eraser Io Ioca","ERASER.IO                WWW.ERASER.IOCA",Electronics & Software,-120.00,Posted
2025-05-27,"Goodwill","GOODWILL # 098           GILBERT      AZ",Shopping,-75.00,Posted
2025-05-27,"El Gordo Mexican Grill","EL GORDO MEXICAN GRILL   CHANDLER     AZ",Restaurants,-54.70,Posted
2025-05-27,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-53.33,Posted
2025-05-27,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-45.00,Posted
2025-05-27,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-36.96,Posted
2025-05-27,"Transfer from Venmo","VENMO            CASHOUT    ***********6811",Transfer,229.29,Posted
2025-05-23,"Transfer to Venmo","VENMO            PAYMENT    ***********0174",Transfer,-210.27,Posted
2025-05-23,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-116.15,Posted
2025-05-23,"Transfer to Venmo","VENMO            PAYMENT    ***********0006",Transfer,-18.41,Posted
2025-05-23,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-13.93,Posted
2025-05-23,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-42.03,Posted
2025-05-21,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.96,Posted
2025-05-21,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********2488",Uncategorized,-50.00,Posted
2025-05-21,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********5643",Paycheck,3139.58,Posted
2025-05-20,"Stash Cash","Stash Cash Mngt  Stash      ***********U3V9",Investments,-30.00,Posted
2025-05-20,"Amazon","AMAZON.COM SERVI INTERNET   ***********5252",Shopping,-28.67,Posted
2025-05-19,"Transfer to Venmo","VENMO            PAYMENT    ***********7213",Transfer,-108.42,Posted
2025-05-19,"Paddle","PADDLE.COM MARKE IAT PAYPAL ***********2875",Electronics & Software,-53.87,Posted
2025-05-19,"Rocket Money Premium","Rocket Money     Premium    ***********W3N0",Financial,-10.78,Posted
2025-05-19,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-05-19,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-12.48,Posted
2025-05-15,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-217.72,Posted
2025-05-15,"Amazon","AMAZON MARKETPLA INTERNET   ***********5832",Shopping,-37.21,Posted
2025-05-14,"Stash Cash S Ar","Stash Cash Mngt  Stash      39S5AR2BDJ7N6H8",Income,200.00,Posted
2025-05-13,"Stash Cash Oup","Stash Cash Mngt  Stash      ***********5OUP",Investments,-30.00,Posted
2025-05-13,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-26.98,Posted
2025-05-13,"PayPal Purchase","PAYPAL           INST XFER  ***********X.CO",Uncategorized,-18.32,Posted
2025-05-13,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-05-12,"Transfer to Venmo","VENMO            PAYMENT    ***********8224",Transfer,-251.27,Posted
2025-05-12,"Amazon","AMAZON MARKETPLA INTERNET   ***********9024",Shopping,-74.40,Posted
2025-05-12,"Amazon","AMAZON MARKETPLA INTERNET   ***********9038",Shopping,-32.48,Posted
2025-05-12,"Amazon","AMAZON MARKETPLA INTERNET   ***********4164",Shopping,-6.99,Posted
2025-05-12,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-05-09,"PayPal Purchase","PAYPAL           INST XFER  ***********3355",Uncategorized,-12.75,Posted
2025-05-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-05-07,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-05-07,"PayPal Purchase","PAYPAL           INST XFER  ***********EDIN",Uncategorized,-191.24,Posted
2025-05-07,"Stash","Stash Financial  Stash Subs ***********04CD",Investments,-9.00,Posted
2025-05-07,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-6500.00,Posted
